real_timestamp,Phase
0.299831,-2.4139813209632828
2.93323,0.8308214428190254
3.40686,-2.4805494847391065
4.29673,-0.9561333748727311
4.30169,-2.969401839066854
4.34901,1.804539507663798
4.35344,-2.8555412118724752
4.36803,2.459276098715045
4.38068,-0.6528466311007742
4.3979300000000014,-0.21406068356382152
4.40452,-2.0899424410414196
4.40963,-0.05549850524571683
4.4139800000000005,-0.8519663271732721
4.4184,0.04542327942157701
4.4241199999999985,0.5404195002705842
4.43759,-0.5337081916392615
4.44233,-2.714965160462917
4.44658,-1.0460005551447893
4.45084,2.593043251139265
4.45485,1.2490457723982544
4.4587900000000005,-2.2730532583039036
4.4689,-1.6539375586833378
4.47362,-1.9437840485949576
4.47817,-0.19739555984988075
4.482480000000002,2.2597207150097582
4.49066,2.609868586330988
4.49507,-1.4711276743037347
4.49943,-0.7354397676755056
4.50929,-0.29544083714372
4.51403,2.129395642138459
4.51809,2.427501954977635
4.52652,0.8850668158886104
4.53101,-1.3521273809209546
4.54223,-1.4994888620096063
4.547,1.1583858851975093
4.55161,2.129395642138459
4.5591800000000005,-0.5104883219167757
4.56629,-1.1071487177940904
4.57665,1.776191715984664
4.58671,0.5667292175235064
4.59755,-2.2655346029916
4.61578,2.5829933382462307
4.62721,0.5763752205911837
4.63162,-2.2455372690184494
4.63624,-2.169215220273434
4.65993,-1.3521273809209546
4.66742,1.6672701019774836
4.6742599999999985,1.5083775167989393
4.68179,-2.333975924865626
4.68677,-1.0743735733900148
4.78144,-2.408777551803287
4.7935300000000005,3.026716048172894
4.80551,2.4416997838705496
4.8126,-2.525295716193722
4.82193,-0.7328151017865066
4.85886,1.9195673303788037
4.87528,-0.9025069079643125
4.88991,0.4899573262537283
4.90034,2.0344439357957027
4.91167,0.702256931509007
4.9161,2.9441970937399127
5.01673,-2.654693421778524
5.05032,-2.907849472720892
5.05667,-1.1902899496825317
5.1848,-1.892546881191539
5.20329,0.0
5.2107,-0.7853981633974483
5.2198,0.0
5.22659,-2.356194490192345
5.23131,-1.5707963267948966
5.2373,-2.8632929945846817
5.24477,-0.16514867741462683
5.37322,-1.8766751981997487
5.49455,1.7415315382701795
5.61468,1.0863183977578734
5.6386400000000005,-1.512040504079174
5.76365,2.677945044588987
5.80186,2.2831539248892256
5.92331,0.21109333322274654
6.04735,-1.4559197213779975
6.17324,-1.1071487177940904
6.29525,1.7607846147136124
6.41704,0.44610554894340365
6.53877,-1.0121970114513341
6.666739999999999,-0.4475199751571699
6.7659,-1.5063694873693432
6.7762600000000015,-2.5175696006130366
6.7839100000000006,2.158798930342464
6.7965300000000015,0.4964227534048819
6.80082,0.04345089539153084
6.91211,1.4968572891369563
6.92453,-3.0348569809406576
6.932930000000002,2.432966381462123
6.9515699999999985,2.930499320367047
6.96508,0.712357598094329
7.05695,2.6066375798036967
7.0949300000000015,-2.3318090810196264
7.1039,0.5880026035475675
7.20631,1.5337762109209665
7.21506,2.178598322908857
7.22013,1.9040406279065694
7.225,-2.2073045425828477
7.23053,1.5707963267948966
7.23441,-1.9163519073766087
7.24867,-1.925501978805837
7.2754699999999985,0.14888994760949725
7.36282,0.906750163968212
7.3719199999999985,-1.6588037003226375
7.379060000000001,1.361773383988632
7.38542,-0.9505468408120752
7.4127399999999986,-0.25255427577805956
7.54098,-1.9631364710104124
7.673389999999999,-0.36520144978817304
