real_timestamp,Phase
0.299831,-2.104978901700281
2.93323,0.0
3.40686,2.875340604438868
4.29673,-2.297438667476622
4.30169,1.9195673303788037
4.34901,-0.08314123188844123
4.35344,1.695151321341658
4.36803,0.507098504392337
4.38068,-2.4149503129080676
4.3979300000000014,-1.849095985800008
4.40452,2.6135182051634334
4.40963,-1.6614562139956417
4.4139800000000005,-2.408777551803287
4.4184,-1.5707963267948966
4.4241199999999985,-0.982793723247329
4.43759,-2.256525837701183
4.44233,1.9974238199217726
4.44658,-2.714965160462917
4.45084,0.7188299996216245
4.45485,-0.5880026035475675
4.4587900000000005,2.432966381462123
4.4689,-3.0090411212931194
4.47362,3.0750244898139694
4.47817,-1.6704649792860586
4.482480000000002,0.960070362405688
4.49066,1.5707963267948966
4.49507,-2.4668517113662407
4.49943,-1.8417431771333173
4.50929,-1.446441332248135
4.51403,1.0303768265243125
4.51809,1.4056476493802699
4.52652,-0.27094685033842053
4.53101,-2.3036114285814033
4.54223,-2.5672878234150915
4.547,0.0
4.55161,1.0303768265243125
4.5591800000000005,-1.5707963267948966
4.56629,-2.05527425583192
4.57665,0.9505468408120752
4.58671,-0.21866894587394195
4.59755,-2.9533711482850227
4.61578,1.941687615607559
4.62721,0.0
4.63162,-2.788602265762883
4.63624,-2.677945044588987
4.65993,-1.7942729279355296
4.66742,1.0882830317724197
4.6742599999999985,1.067953115867036
4.68179,-2.62244653934327
4.68677,-1.4288992721907328
4.78144,-2.616796881939686
4.7935300000000005,2.819842099193151
4.80551,2.185459278717062
4.8126,-2.819842099193151
4.82193,-1.0303768265243125
4.85886,1.825978717415715
4.87528,-0.982793723247329
4.88991,0.4423742229767449
4.90034,1.9614033704925835
4.91167,0.4844779290370232
4.9161,2.701750070774057
5.01673,3.0981417581982624
5.05032,2.831889709047337
5.05667,-1.6233793884058383
5.1848,-2.79856871316909
5.20329,-0.21109333322274654
5.2107,-0.5693131911006619
5.2198,0.8329812666744317
5.22659,-1.7415315382701795
5.23131,-0.7853981633974483
5.2373,-1.9513027039072615
5.24477,0.7157435896688801
5.37322,-2.4227626539681686
5.49455,1.3854483767992019
5.61468,1.0584068664841588
5.6386400000000005,-1.5083775167989393
5.76365,2.5899376710612465
5.80186,2.1112158270654806
5.92331,-0.09065988720074511
6.04735,-1.7004988639508087
6.17324,-1.2847448850775784
6.29525,1.5707963267948966
6.41704,0.3217505543966422
6.53877,-1.1999050379822342
6.666739999999999,-0.6556956262415362
6.7659,-1.873681195169868
6.7762600000000015,-2.819842099193151
6.7839100000000006,1.8157749899217608
6.7965300000000015,0.06656816377582381
6.80082,-0.3217505543966422
6.91211,1.042721878368537
6.92453,2.819842099193151
6.932930000000002,1.97568811307998
6.9515699999999985,2.356194490192345
6.96508,0.15264932839526515
7.05695,1.9379701606131159
7.0949300000000015,-2.79856871316909
7.1039,0.09065988720074511
7.20631,0.83798122500839
7.21506,1.7033478590915707
7.22013,1.35970299357215
7.225,-2.7367008673047097
7.23053,1.1902899496825317
7.23441,-2.3086113869153615
7.24867,-2.498091544796509
7.2754699999999985,-0.4636476090008061
7.36282,0.0
7.3719199999999985,-2.5748634360662868
7.379060000000001,0.3805063771123649
7.38542,-1.837048375945822
7.4127399999999986,-1.2490457723982544
7.54098,-2.356194490192345
7.673389999999999,-0.982793723247329
7.68115,2.819842099193151
7.70597,-2.8501358591119264
7.824289999999999,1.0040671092713902
7.87403,-0.2662520491509254
7.9067,-2.999695598985629
7.999219999999998,-2.356194490192345
8.12565,-1.2679114584199251
8.133569999999999,2.297438667476622
8.140260000000001,1.5707963267948966
8.147639999999999,-1.7894652726688385
8.16067,-0.12435499454676144
8.16502,-0.9048270894157867
8.19486,1.0768549578753155
8.22051,-0.49394136891958124
8.27683,1.7234456551901618
8.41491,2.173083672929861
8.54222,-2.14717154738608
8.57085,0.21866894587394195
8.612689999999999,2.396173177315635
8.654819999999999,0.6556956262415362
8.73378,-2.5360479899848234
8.75348,0.05258306161094172
8.76068,0.8685393952858895
8.77092,-2.356194490192345
8.78058,1.2120256565243244
8.92806,2.62244653934327
8.9677,1.7782925532300993
9.10262,0.6435011087932844
9.1433,0.9151007005533605
9.17713,1.642103791580187
9.31873,2.601173153319209
9.44776,2.4668517113662407
9.45478,1.0636978224025597
9.4591,2.843093722003614
9.46433,-1.373400766945016
9.47546,1.176005207095135
9.47998,-2.2318394956455836
9.4901,-1.5707963267948966
9.49483,0.982793723247329
9.5094,-0.6202494859828215
9.60379,1.9890206563741257
9.63407,-1.7818896600176433
9.67146,0.4124104415973873
9.79849,3.0090411212931194
9.83173,-2.593043251139265
9.967,-1.6657480331376529
10.1047,1.6704649792860586
10.2307,1.0191413442663497
10.3019,1.6657480331376529
10.3885,3.0916342578678506
10.5154,0.6857295109062863
10.5428,2.129395642138459
10.5782,0.83798122500839
10.6108,2.356194490192345
10.7414,-0.11065722117389565
10.7684,1.1071487177940904
10.8724,1.3101939350475555
11.0058,0.9048270894157867
11.0305,-3.0981417581982624
11.0667,1.687905071361761
11.1562,-3.0419240010986313
11.2884,-2.62244653934327
11.4296,-1.3370531459259951
11.5675,1.8157749899217608
11.6069,-1.9074711461816238
11.6341,2.8632929945846817
11.715,1.7033478590915707
11.7222,2.1025203940537023
11.7306,-1.2036224929766774
11.7378,-3.036715714859559
11.7641,1.7975951748487824
11.8114,-2.185459278717062
11.9378,-2.9340964271545906
12.0621,-0.03569911267932397
12.1151,-1.9163519073766087
12.1381,2.0152155366959956
12.1637,1.1902899496825317
12.2907,-0.9179496956941223
12.4153,-0.3217505543966422
12.5426,2.1224513093234436
12.6694,2.761086276477428
12.7999,-2.4668517113662407
12.9248,-2.439335722080786
13.0691,-3.0981417581982624
