real_timestamp,Amplitude
0.299831,66.18912297349165
2.93323,23.430749027719962
3.40686,24.20743687382041
4.29673,18.867962264113206
4.30169,20.396078054371138
4.34901,16.76305461424021
4.35344,13.601470508735444
4.36803,15.620499351813308
4.38068,15.0
4.3979300000000014,16.278820596099706
4.40452,17.4928556845359
4.40963,13.038404810405298
4.4139800000000005,15.620499351813308
4.4184,15.033296378372908
4.4241199999999985,16.64331697709324
4.43759,17.0
4.44233,16.1245154965971
4.44658,15.652475842498529
4.45084,14.422205101855956
4.45485,13.601470508735444
4.4587900000000005,12.041594578792296
4.4689,17.0
4.47362,17.72004514666935
4.47817,11.180339887498949
4.482480000000002,16.278820596099706
4.49066,13.92838827718412
4.49507,13.341664064126334
4.49943,20.0
4.50929,16.278820596099706
4.51403,13.45362404707371
4.51809,13.892443989449804
4.52652,18.027756377319946
4.53101,12.649110640673518
4.54223,17.46424919657298
4.547,10.44030650891055
4.55161,18.384776310850235
4.5591800000000005,19.4164878389476
4.56629,21.213203435596427
4.57665,18.867962264113206
4.58671,20.0
4.59755,23.769728648009426
4.61578,21.587033144922902
4.62721,19.209372712298546
4.63162,20.615528128088304
4.63624,21.18962010041709
4.65993,21.470910553583888
4.66742,23.08679276123039
4.6742599999999985,24.331050121192877
4.68179,24.166091947189145
4.68677,20.518284528683193
4.78144,22.20360331117452
4.7935300000000005,23.021728866442675
4.80551,21.95449840010015
4.8126,25.45584412271571
4.82193,23.323807579381203
4.85886,22.47220505424423
4.87528,24.08318915758459
4.88991,17.204650534085253
4.90034,15.264337522473747
4.91167,16.97056274847714
4.9161,14.142135623730951
5.01673,16.15549442140351
5.05032,18.439088914585774
5.05667,13.0
5.1848,13.601470508735444
5.20329,13.0
5.2107,13.0
5.2198,12.206555615733702
5.22659,14.035668847618199
5.23131,10.63014581273465
5.2373,13.416407864998739
5.24477,16.401219466856727
5.37322,28.460498941515414
5.49455,25.317977802344327
5.61468,23.259406699226016
5.6386400000000005,19.4164878389476
5.76365,31.304951684997057
5.80186,24.20743687382041
5.92331,25.709920264364882
6.04735,25.317977802344327
6.17324,23.853720883753127
6.29525,25.96150997149434
6.41704,25.238858928247925
6.53877,28.42534080710379
6.666739999999999,26.248809496813376
6.7659,27.294688127912362
6.7762600000000015,26.90724809414742
6.7839100000000006,27.80287754891569
6.7965300000000015,24.413111231467404
6.80082,20.615528128088304
6.91211,23.021728866442675
6.92453,24.515301344262525
6.932930000000002,23.853720883753127
6.9515699999999985,23.194827009486403
6.96508,22.67156809750927
7.05695,26.832815729997478
7.0949300000000015,26.40075756488817
7.1039,20.0
7.20631,23.0
7.21506,24.839484696748443
7.22013,23.40939982143925
7.225,23.853720883753127
7.23053,17.11724276862369
7.23441,22.80350850198276
7.24867,23.40939982143925
7.2754699999999985,16.278820596099706
7.36282,23.430749027719962
7.3719199999999985,26.30589287593181
7.379060000000001,25.709920264364882
7.38542,26.627053911388696
7.4127399999999986,25.0
7.54098,26.92582403567252
7.673389999999999,31.38470965295043
7.68115,20.223748416156685
7.70597,19.209372712298546
7.824289999999999,24.515301344262525
7.87403,26.92582403567252
7.9067,28.284271247461902
7.999219999999998,19.6468827043885
8.12565,24.413111231467404
8.133569999999999,19.924858845171276
8.140260000000001,25.553864678361276
8.147639999999999,27.85677655436824
8.16067,27.313000567495326
8.16502,28.635642126552707
8.19486,27.018512172212592
8.22051,24.020824298928627
8.27683,28.284271247461902
8.41491,30.4138126514911
8.54222,20.8806130178211
8.57085,20.0
8.612689999999999,22.80350850198276
8.654819999999999,24.351591323771842
8.73378,13.92838827718412
8.75348,16.97056274847714
8.76068,16.0
8.77092,20.396078054371138
8.78058,17.72004514666935
8.92806,26.30589287593181
8.9677,24.08318915758459
9.10262,19.235384061671343
9.1433,20.8806130178211
9.17713,22.67156809750927
9.31873,21.93171219946131
9.44776,20.396078054371138
9.45478,17.4928556845359
9.4591,20.808652046684813
9.46433,16.55294535724685
9.47546,21.400934559032695
9.47998,15.231546211727817
9.4901,18.027756377319946
9.49483,13.416407864998739
9.5094,18.027756377319946
9.60379,16.278820596099706
9.63407,8.602325267042627
9.67146,10.44030650891055
9.79849,3.605551275463989
9.83173,7.0710678118654755
9.967,15.0
10.1047,12.649110640673518
10.2307,11.40175425099138
10.3019,14.035668847618199
10.3885,19.0
10.5154,12.529964086141668
10.5428,8.94427190999916
10.5782,14.317821063276353
10.6108,19.849433241279208
10.7414,18.384776310850235
10.7684,14.317821063276353
10.8724,17.08800749063506
11.0058,20.615528128088304
11.0305,26.248809496813376
11.0667,21.540659228538015
11.1562,23.706539182259394
11.2884,19.1049731745428
11.4296,25.495097567963924
11.5675,25.942243542145693
11.6069,26.076809620810597
11.6341,27.018512172212592
11.715,20.615528128088304
11.7222,25.495097567963924
11.7306,18.601075237738275
11.7378,26.0
11.7641,19.4164878389476
11.8114,29.120439557122072
11.9378,24.698178070456937
12.0621,22.090722034374522
12.1151,24.020824298928627
12.1381,24.08318915758459
12.1637,23.08679276123039
12.2907,30.805843601498726
12.4153,26.019223662515376
12.5426,24.758836806279895
12.6694,19.1049731745428
12.7999,27.294688127912362
12.9248,21.93171219946131
13.0691,21.587033144922902
13.1041,23.08679276123039
13.1112,23.600847442411894
13.1222,22.20360331117452
13.1324,14.035668847618199
13.2151,21.095023109728988
13.2271,14.7648230602334
13.2316,15.033296378372908
13.2393,16.76305461424021
13.2438,22.561028345356956
13.2487,14.7648230602334
13.258,19.924858845171276
13.2628,19.924858845171276
13.2722,22.80350850198276
13.2768,15.652475842498529
13.3544,21.95449840010015
13.362,24.331050121192877
13.3695,21.095023109728988
13.3788,22.20360331117452
13.3834,23.430749027719962
13.4428,23.345235059857504
13.4688,22.360679774997898
13.6073,24.758836806279895
13.7376,20.248456731316587
13.7827,19.924858845171276
13.7941,20.248456731316587
13.8068,17.4928556845359
13.8237,18.601075237738275
13.8718,18.973665961010276
14.0025,19.849433241279208
14.1529,18.35755975068582
14.1885,16.1245154965971
14.3154,20.518284528683193
14.4019,17.4928556845359
14.4485,16.0312195418814
14.4892,19.235384061671343
14.6149,14.035668847618199
14.7547,20.09975124224178
14.7878,14.866068747318506
14.8292,20.396078054371138
14.9611,22.02271554554524
15.1012,25.495097567963924
15.1125,25.612496949731394
15.1172,13.038404810405298
15.1236,25.317977802344327
15.136,24.20743687382041
15.1791,25.96150997149434
15.1834,18.027756377319946
15.1921,25.019992006393608
15.2022,22.20360331117452
15.22,12.649110640673518
15.2407,25.632011235952593
15.2454,17.46424919657298
15.2556,25.709920264364882
15.2669,22.847319317591726
15.2756,22.47220505424423
15.2884,22.090722034374522
15.2941,20.12461179749811
15.2993,17.4928556845359
15.3109,22.80350850198276
15.3195,18.867962264113206
15.3275,22.561028345356956
15.338,20.518284528683193
15.3498,28.160255680657446
15.3569,26.419689627245813
15.3644,23.40939982143925
15.3715,22.67156809750927
15.3824,17.0
15.3867,23.706539182259394
15.395,22.02271554554524
15.4033,21.37755832643195
15.4108,22.02271554554524
15.4645,24.331050121192877
15.5024,13.892443989449804
15.5067,10.198039027185569
15.5547,8.94427190999916
15.5594,7.211102550927978
15.5637,7.211102550927978
15.6367,11.313708498984761
15.6993,1.0
15.8104,17.029386365926403
15.8198,15.033296378372908
15.8346,20.615528128088304
15.8417,20.223748416156685
15.8616,23.021728866442675
15.887,22.80350850198276
15.9159,16.401219466856727
15.9207,21.633307652783937
16.0439,23.08679276123039
16.1714,25.632011235952593
16.2992,23.345235059857504
16.3768,18.867962264113206
16.4271,25.553864678361276
16.5604,3.1622776601683795
16.6919,10.816653826391969
16.7319,12.36931687685298
16.8151,23.345235059857504
16.8478,20.615528128088304
16.8802,23.08679276123039
17.0057,24.20743687382041
17.0368,15.264337522473747
17.0619,17.4928556845359
17.090999999999998,9.899494936611665
17.1291,12.041594578792296
17.2568,25.80697580112788
17.3898,19.79898987322333
17.5224,26.019223662515376
17.6589,25.079872407968907
17.7873,24.20743687382041
17.9171,19.235384061671343
17.942999999999994,19.6468827043885
18.072,17.72004514666935
18.1999,17.88854381999832
18.3274,17.69180601295413
18.3458,17.11724276862369
18.3765,21.213203435596427
18.4529,23.021728866442675
18.4829,21.0
18.6104,14.422205101855956
18.62,14.7648230602334
18.742,14.866068747318506
18.889,26.92582403567252
19.0214,25.059928172283335
19.0767,23.08679276123039
19.1569,21.400934559032695
19.2871,23.345235059857504
19.3192,21.400934559032695
19.4493,19.697715603592208
19.5804,20.808652046684813
19.6081,21.02379604162864
19.7306,18.35755975068582
19.7548,19.849433241279208
19.8777,14.035668847618199
19.9152,12.083045973594572
19.9433,10.770329614269007
20.0725,20.024984394500787
20.1979,23.021728866442675
20.3231,21.93171219946131
20.4522,13.601470508735444
20.5779,20.12461179749811
20.702,16.278820596099706
20.7352,17.46424919657298
20.7628,16.492422502470642
20.8873,21.0
20.9192,24.166091947189145
21.0426,18.384776310850235
21.1761,27.202941017470888
21.2082,21.400934559032695
21.3392,15.231546211727817
21.376,11.40175425099138
21.5315,14.560219778561036
21.5581,8.0
21.6798,23.08679276123039
21.8048,23.345235059857504
21.8316,19.1049731745428
21.8699,17.0
21.9941,15.811388300841896
22.0357,14.212670403551895
22.0691,16.15549442140351
22.0971,13.152946437965905
22.1313,11.313708498984761
22.1655,22.135943621178654
22.2938,13.601470508735444
22.3375,14.317821063276353
22.3873,12.649110640673518
22.4703,8.94427190999916
22.5968,17.88854381999832
22.7314,24.041630560342615
22.8549,14.866068747318506
22.9993,22.847319317591726
23.0252,20.09975124224178
23.1628,8.94427190999916
23.191,17.46424919657298
23.2154,22.20360331117452
23.2421,21.18962010041709
23.2746,20.518284528683193
23.3022,22.360679774997898
23.4283,15.620499351813308
23.555,18.973665961010276
23.6872,19.849433241279208
23.8319,23.021728866442675
23.8374,23.021728866442675
23.8414,23.021728866442675
23.9951,18.110770276274835
24.0261,10.816653826391969
24.0597,11.661903789690601
24.099,9.219544457292887
24.138,15.231546211727817
24.165,20.0
24.2902,17.72004514666935
24.332,18.681541692269406
24.4622,20.0
24.5891,24.08318915758459
24.7145,20.223748416156685
24.8371,12.083045973594572
24.9637,25.298221281347036
25.0922,18.681541692269406
25.2258,14.422205101855956
25.253,12.806248474865697
25.3779,13.0
25.407,11.661903789690601
25.4374,14.317821063276353
25.4688,14.0
25.5976,15.652475842498529
25.6231,14.317821063276353
25.6487,20.0
25.6724,21.213203435596427
25.801,16.0312195418814
25.9263,26.40075756488817
25.955,24.08318915758459
26.0788,23.259406699226016
26.1093,25.495097567963924
26.2383,23.769728648009426
26.3642,21.470910553583888
26.3971,21.18962010041709
26.4262,19.6468827043885
26.4535,19.924858845171276
26.5802,15.264337522473747
26.7045,16.1245154965971
26.7373,16.0312195418814
26.769,16.15549442140351
26.8992,8.246211251235321
26.9103,9.486832980505138
27.0361,6.324555320336759
27.0444,6.324555320336759
27.0576,7.0710678118654755
27.0622,7.0710678118654755
27.0666,7.0710678118654755
27.0803,8.246211251235321
27.0846,5.656854249492381
27.109,15.033296378372908
27.1243,12.529964086141668
27.1433,12.649110640673518
27.1553,13.601470508735444
27.1596,14.142135623730951
27.1696,14.0
27.1745,13.341664064126334
27.1834,10.0
27.1879,8.246211251235321
27.1947,11.40175425099138
27.2112,9.219544457292887
27.275,14.866068747318506
27.2795,15.811388300841896
27.2868,17.11724276862369
27.2917,11.0
27.334,17.46424919657298
27.3387,15.556349186104045
27.3428,16.401219466856727
27.3467,19.313207915827967
27.3731,19.4164878389476
27.3774,20.0
27.3814,20.808652046684813
27.3894,24.413111231467404
27.3976,24.041630560342615
27.4406,28.231188426986208
27.456,17.11724276862369
27.4674,26.40075756488817
27.4741,25.80697580112788
27.4811,28.653097563788805
27.5264,19.235384061671343
27.6666,22.02271554554524
27.7944,17.4928556845359
27.8273,17.4928556845359
27.8724,17.46424919657298
27.8814,14.7648230602334
27.8891,18.384776310850235
27.897,17.029386365926403
27.9655,20.223748416156685
27.9776,22.847319317591726
28.0969,10.44030650891055
28.1269,4.123105625617661
28.2643,10.770329614269007
28.3907,5.0
28.5299,18.027756377319946
28.5775,25.238858928247925
28.7357,25.495097567963924
28.7709,28.653097563788805
28.9233,25.0
28.9887,23.021728866442675
29.144,26.076809620810597
29.1752,29.5296461204668
29.3125,28.178005607210743
29.4366,27.65863337187866
29.5724,25.96150997149434
29.6106,23.53720459187964
29.6407,27.784887978899608
29.6481,27.586228448267445
29.6561,25.709920264364882
29.6637,23.53720459187964
29.7508,24.041630560342615
29.889,28.178005607210743
30.1579,26.419689627245813
30.3219,25.709920264364882
30.3962,13.341664064126334
30.632,27.073972741361768
30.6391,22.02271554554524
30.6513,21.840329667841555
30.6561,17.029386365926403
30.6656,18.35755975068582
30.6757,10.63014581273465
30.6876,16.0
30.9219,21.470910553583888
30.9297,22.360679774997898
30.9572,20.0
30.989,19.1049731745428
31.1139,26.419689627245813
31.1427,26.1725046566048
31.2727,29.5296461204668
31.3986,28.844410203711913
31.4766,24.041630560342615
31.5284,19.1049731745428
31.559,15.231546211727817
31.6935,3.1622776601683795
31.7384,3.0
31.7638,4.123105625617661
31.9007,12.041594578792296
32.0254,13.038404810405298
32.1754,26.68332812825267
32.1807,25.0
32.3215,30.23243291566195
32.461,21.2602916254693
32.4879,19.235384061671343
32.6307,11.045361017187261
32.8016,22.02271554554524
32.9406,23.0
33.0803,25.632011235952593
33.2206,15.0
33.3624,17.72004514666935
33.4127,15.231546211727817
33.5136,16.278820596099706
33.6539,22.360679774997898
33.8051,10.44030650891055
33.9428,25.079872407968907
33.9749,21.02379604162864
34.1,18.24828759089466
34.1768,22.47220505424423
34.1962,21.2602916254693
34.2066,25.553864678361276
34.2143,21.93171219946131
34.242,20.8806130178211
34.389,11.313708498984761
34.5177,20.12461179749811
34.6616,10.770329614269007
34.8013,16.401219466856727
34.9416,9.433981132056603
34.9739,5.385164807134504
35.1152,15.524174696260024
35.1201,14.422205101855956
35.2509,25.0
35.2615,26.019223662515376
35.2819,24.698178070456937
35.3074,26.076809620810597
35.4451,20.808652046684813
35.4765,22.47220505424423
35.4826,42.95346318982906
35.594,18.027756377319946
35.7399,7.211102550927978
35.8976,6.0
36.0374,26.248809496813376
36.1803,27.51363298439521
36.2179,29.154759474226502
36.3625,29.732137494637012
36.5006,21.213203435596427
36.5266,19.209372712298546
36.6767,20.8806130178211
36.8203,21.840329667841555
36.8447,17.11724276862369
36.8875,21.37755832643195
36.9752,6.4031242374328485
37.0383,27.16615541441225
37.1734,20.615528128088304
37.3158,26.0
37.4584,5.385164807134504
37.4886,14.317821063276353
37.6315,12.041594578792296
37.7771,1.4142135623730951
37.8044,8.246211251235321
37.9443,34.058772731852805
37.9725,22.20360331117452
38.1183,19.4164878389476
38.2613,16.1245154965971
38.3991,10.295630140987
38.5409,22.47220505424423
38.5502,21.95449840010015
38.6852,23.769728648009426
38.826,24.020824298928627
38.9615,19.849433241279208
38.9922,23.40939982143925
39.0145,23.706539182259394
39.1554,20.0
39.2997,18.439088914585774
39.441,22.135943621178654
39.584,24.698178070456937
39.7217,20.518284528683193
39.753,18.439088914585774
39.8937,17.69180601295413
40.0351,18.601075237738275
40.181,10.198039027185569
40.3269,17.4928556845359
40.3522,25.495097567963924
40.3754,26.832815729997478
40.5285,24.331050121192877
40.6872,21.95449840010015
40.7924,21.540659228538015
40.8137,19.235384061671343
40.9379,21.95449840010015
41.0615,26.92582403567252
41.1046,23.08679276123039
41.1135,25.553864678361276
41.1241,29.154759474226502
41.1335,29.206163733020468
41.2004,30.4138126514911
41.3588,25.238858928247925
41.5004,11.661903789690601
41.655,23.021728866442675
41.7973,19.4164878389476
41.9405,21.2602916254693
42.0824,19.4164878389476
42.2359,6.324555320336759
42.3893,5.830951894845301
42.4851,19.72308292331602
42.4896,19.4164878389476
42.5354,25.495097567963924
42.6787,19.4164878389476
42.8196,20.223748416156685
42.9605,25.238858928247925
43.1002,21.2602916254693
43.2415,18.384776310850235
43.3842,20.615528128088304
43.5415,32.55764119219941
43.6834,20.024984394500787
43.832,24.758836806279895
43.9809,20.8806130178211
44.1256,23.53720459187964
44.264,24.20743687382041
44.4032,16.76305461424021
44.4317,14.212670403551895
44.57899999999999,20.615528128088304
44.7195,21.37755832643195
44.8593,19.4164878389476
44.8872,17.46424919657298
45.0231,20.518284528683193
45.1632,27.80287754891569
45.2566,26.92582403567252
45.2613,25.495097567963924
45.2694,25.238858928247925
45.2771,26.68332812825267
45.2886,25.80697580112788
45.2936,26.1725046566048
45.3095,26.92582403567252
45.3194,24.186773244895647
45.3295,21.02379604162864
45.341,19.4164878389476
45.3513,19.4164878389476
45.3625,24.758836806279895
45.3717,15.132745950421556
45.3906,24.020824298928627
45.4018,23.430749027719962
45.4121,21.840329667841555
45.4226,21.633307652783937
45.4329,20.248456731316587
45.4383,20.591260281974
45.4538,18.439088914585774
45.4652,19.924858845171276
45.4734,20.615528128088304
45.4842,20.615528128088304
45.5613,19.79898987322333
45.5829,19.209372712298546
45.7156,15.231546211727817
45.8629,16.278820596099706
45.8875,20.396078054371138
46.0306,20.615528128088304
46.1661,29.5296461204668
46.2568,27.0
46.2918,27.16615541441225
46.4296,24.698178070456937
46.5563,24.186773244895647
46.6821,22.0
46.8206,27.51363298439521
46.96100000000001,27.892651361962706
46.9894,21.400934559032695
47.1325,28.600699292150182
47.2779,26.419689627245813
47.4204,25.495097567963924
47.5592,19.026297590440446
47.7101,24.186773244895647
47.7373,26.92582403567252
47.8831,30.364452901377952
48.0205,21.2602916254693
48.174,27.51363298439521
48.257,19.6468827043885
48.3185,21.400934559032695
48.4621,9.848857801796104
48.6023,29.832867780352597
48.6325,24.186773244895647
48.7821,20.024984394500787
48.9084,26.570660511172846
49.0371,26.30589287593181
49.1782,26.248809496813376
49.3238,26.90724809414742
49.4747,27.294688127912362
49.6189,21.0
49.7612,15.811388300841896
49.904,16.278820596099706
49.9303,23.706539182259394
