type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,DA:A1:19:5C:1A:18,-34,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,362352,0,52,0,0,0.540015,128,[52 64 3 0 0 0 0 0 0 0 0 0 5 -12 6 -12 7 -12 7 -11 7 -11 7 -11 8 -11 7 -10 8 -10 8 -10 8 -11 8 -11 8 -11 8 -10 7 -10 8 -10 7 -10 7 -10 7 -10 6 -10 6 -10 6 -11 5 -10 5 -11 5 -11 5 -11 0 0 4 -12 4 -12 4 -12 4 -12 3 -12 3 -12 3 -12 3 -12 3 -12 2 -13 2 -13 2 -12 2 -12 2 -13 1 -13 1 -13 2 -13 2 -13 2 -13 2 -13 1 -13 2 -13 2 -13 2 -13 3 -13 4 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,DA:A1:19:40:70:61,-33,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,874566,0,52,0,0,1.05184,128,[52 64 3 0 0 0 0 0 0 0 0 0 -15 0 -14 -1 -15 -2 -14 -3 -14 -3 -14 -3 -14 -3 -14 -3 -14 -4 -13 -4 -14 -4 -14 -4 -14 -4 -14 -4 -13 -4 -13 -4 -13 -4 -13 -3 -13 -3 -13 -2 -13 -3 -13 -2 -13 -2 -13 -2 -13 -2 -13 -1 0 0 -13 0 -13 0 -13 0 -13 0 -13 0 -13 1 -14 1 -13 1 -13 1 -13 2 -14 2 -13 2 -13 2 -14 2 -14 2 -14 3 -14 2 -14 2 -14 2 -14 2 -14 2 -14 2 -14 2 -14 1 -14 1 -14 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,DA:A1:19:1E:DB:04,-36,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1144388,0,52,0,0,1.32169,128,[52 64 3 0 0 0 0 0 0 0 0 0 -9 9 -9 9 -10 8 -10 8 -10 8 -10 7 -10 7 -10 7 -10 7 -10 7 -11 7 -11 7 -11 7 -10 7 -10 7 -10 7 -10 7 -10 7 -9 7 -10 7 -9 7 -9 8 -9 7 -8 8 -8 8 -8 8 0 0 -8 8 -8 9 -7 9 -7 9 -7 9 -7 9 -7 10 -7 9 -7 10 -6 10 -6 11 -6 10 -6 10 -6 10 -6 11 -6 11 -6 11 -6 11 -6 11 -6 10 -6 10 -6 10 -6 11 -7 10 -7 10 -7 9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,60:8E:08:14:C8:41,-38,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,4114442,0,30,0,0,4.29179,128,[30 -32 1 0 0 0 0 0 0 0 0 0 -2 -13 -1 -13 0 -13 0 -13 0 -13 0 -13 1 -12 1 -12 1 -12 1 -13 1 -13 1 -13 1 -13 0 -12 1 -12 0 -12 0 -12 0 -12 0 -12 0 -12 -1 -12 -1 -11 -1 -11 -1 -11 -2 -12 -2 -11 0 0 -3 -12 -3 -11 -3 -11 -4 -11 -4 -11 -4 -11 -5 -11 -4 -11 -5 -11 -6 -11 -6 -11 -6 -11 -6 -11 -6 -11 -6 -11 -6 -11 -7 -12 -6 -11 -6 -11 -6 -11 -6 -11 -6 -12 -6 -12 -6 -12 -5 -12 -4 -12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,94:B8:6D:08:5F:75,-32,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,92291931,0,95,0,0,92.4694,128,[95 -16 5 0 0 0 0 0 0 0 0 0 7 8 7 8 7 8 7 8 6 8 6 8 6 8 6 7 7 8 7 9 7 10 8 11 8 11 8 11 8 11 8 11 8 10 7 10 8 10 8 10 8 10 8 10 7 9 8 10 8 10 8 10 0 0 8 10 8 10 8 10 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 8 8 8 7 8 6 7 6 7 6 6 6 6 6 6 6 6 6 6 6 6 5 6 0 0 0 0 0 0 0 0 0 0 ]
